-4.705882072448730469e+00,-4.373568344116210938e+01,3.270981216430664062e+01
-1.827099609375000000e+01,-4.093172073364257812e+01,6.661212921142578125e+01
-5.165966033935546875e+01,-6.911736965179443359e+00,4.562492370605468750e+01
-6.653547286987304688e+00,2.116271591186523438e+01,6.125374221801757812e+01
-1.898123931884765625e+01,-9.109764862060546875e+01,1.979820823669433594e+01
-4.898753356933593750e+01,-4.971614074707031250e+01,4.653652572631835938e+01
-3.744774627685546875e+01,4.978452301025390625e+01,8.221375465393066406e+00
-1.816552996635437012e+00,1.685418319702148438e+01,-1.950183272361755371e+00
-2.326113700866699219e+01,-5.377267456054687500e+01,-6.197379589080810547e+00
-5.880946731567382812e+01,-4.926826858520507812e+01,-7.003116607666015625e+00
-3.341780853271484375e+01,-2.370150184631347656e+01,1.817015266418457031e+01
-3.413151931762695312e+01,6.764380931854248047e+00,-2.599126434326171875e+01
-3.619444608688354492e+00,-4.261277008056640625e+01,3.216034317016601562e+01
-2.800532102584838867e+00,-4.132447433471679688e+01,3.107357978820800781e+01
-2.361169338226318359e+00,-3.998256683349609375e+01,2.958753013610839844e+01
-2.351756811141967773e+00,-3.871586227416992188e+01,2.805914497375488281e+01
-2.874353408813476562e+00,-3.759636688232421875e+01,2.690759468078613281e+01
-3.815159797668457031e+00,-3.665982055664062500e+01,2.637492370605468750e+01
-4.921067714691162109e+00,-3.586320495605468750e+01,2.635754585266113281e+01
-5.995382785797119141e+00,-3.512197113037109375e+01,2.659595680236816406e+01
-6.970476627349853516e+00,-3.434917449951171875e+01,2.684245109558105469e+01
-7.581152439117431641e+00,-3.347906494140625000e+01,2.685758399963378906e+01
-7.559674263000488281e+00,-3.256391143798828125e+01,2.663779449462890625e+01
-7.097490787506103516e+00,-3.167013168334960938e+01,2.640397644042968750e+01
-6.540149211883544922e+00,-3.078555870056152344e+01,2.626171112060546875e+01
-5.978692531585693359e+00,-2.988866806030273438e+01,2.616938591003417969e+01
-5.365945339202880859e+00,-2.896436119079589844e+01,2.607211685180664062e+01
-4.696902275085449219e+00,-2.803553581237792969e+01,2.593124008178710938e+01
-3.944926977157592773e+00,-2.707809066772460938e+01,2.572157287597656250e+01
-3.149574279785156250e+00,-2.610551834106445312e+01,2.545179939270019531e+01
-2.371793985366821289e+00,-2.513346099853515625e+01,2.511244392395019531e+01
-1.687938094139099121e+00,-2.417545127868652344e+01,2.471657371520996094e+01
-1.156606197357177734e+00,-2.321428680419921875e+01,2.427834701538085938e+01
-7.756959199905395508e-01,-2.225525856018066406e+01,2.379015922546386719e+01
-5.154334306716918945e-01,-2.128730392456054688e+01,2.325469207763671875e+01
-3.731103241443634033e-01,-2.030904388427734375e+01,2.268926048278808594e+01
-3.210684955120086670e-01,-1.932073783874511719e+01,2.209202384948730469e+01
-3.249441683292388916e-01,-1.833317756652832031e+01,2.148704147338867188e+01
-3.591018915176391602e-01,-1.733757781982421875e+01,2.088216590881347656e+01
-4.040766358375549316e-01,-1.632808303833007812e+01,2.027959060668945312e+01
-4.513211846351623535e-01,-1.530595588684082031e+01,1.967702865600585938e+01
-4.947617053985595703e-01,-1.426858901977539062e+01,1.908578109741210938e+01
-5.230042338371276855e-01,-1.321269035339355469e+01,1.848705482482910156e+01
-5.343313813209533691e-01,-1.213975143432617188e+01,1.787484359741210938e+01
-5.259389281272888184e-01,-1.106462574005126953e+01,1.724431800842285156e+01
-5.123366117477416992e-01,-9.993353843688964844e+00,1.660006332397460938e+01
-4.930315017700195312e-01,-8.919075965881347656e+00,1.593694114685058594e+01
-4.780781567096710205e-01,-7.850241661071777344e+00,1.526979637145996094e+01
-4.717780649662017822e-01,-6.789056301116943359e+00,1.460136032104492188e+01
-4.747944474220275879e-01,-5.730418205261230469e+00,1.393721675872802734e+01
-4.860672950744628906e-01,-4.677172183990478516e+00,1.326893806457519531e+01
-5.083514451980590820e-01,-3.628763198852539062e+00,1.260526752471923828e+01
-5.291668176651000977e-01,-2.577215194702148438e+00,1.194706249237060547e+01
-5.339485406875610352e-01,-1.530453681945800781e+00,1.129693031311035156e+01
-4.876278340816497803e-01,-4.833268523216247559e-01,1.065381717681884766e+01
-3.859548866748809814e-01,5.734308958053588867e-01,1.000770568847656250e+01
-2.610553801059722900e-01,1.667425036430358887e+00,9.370463371276855469e+00
-1.414599120616912842e-01,2.818124771118164062e+00,8.737899780273437500e+00
-7.907449454069137573e-02,4.045724868774414062e+00,8.112260818481445312e+00
-8.334632962942123413e-02,5.345077991485595703e+00,7.449001312255859375e+00
-1.337471455335617065e-01,6.677610874176025391e+00,6.692648410797119141e+00
-1.966819614171981812e-01,7.993744373321533203e+00,5.816276073455810547e+00
-2.954816520214080811e-01,9.277623176574707031e+00,4.863701820373535156e+00
-4.524727165699005127e-01,1.053712272644042969e+01,3.876644134521484375e+00
-7.071080207824707031e-01,1.178613471984863281e+01,2.844354867935180664e+00
-9.971513152122497559e-01,1.303159427642822266e+01,1.811434268951416016e+00
-1.255366683006286621e+00,1.429919528961181641e+01,7.003982067108154297e-01
-1.501241207122802734e+00,1.558020877838134766e+01,-5.644443035125732422e-01
-4.124872684478759766e+00,-4.470597457885742188e+01,3.208363342285156250e+01
-3.605660676956176758e+00,-4.562177276611328125e+01,3.121033477783203125e+01
-3.196398258209228516e+00,-4.643418884277343750e+01,3.009765434265136719e+01
-2.932736396789550781e+00,-4.713748168945312500e+01,2.877397155761718750e+01
-2.830856323242187500e+00,-4.774003982543945312e+01,2.732012939453125000e+01
-2.842902183532714844e+00,-4.825389099121093750e+01,2.578584861755371094e+01
-2.952165126800537109e+00,-4.869799804687500000e+01,2.426816177368164062e+01
-3.115700483322143555e+00,-4.913752365112304688e+01,2.279576492309570312e+01
-3.356456756591796875e+00,-4.955789947509765625e+01,2.138811111450195312e+01
-3.671959877014160156e+00,-4.995890426635742188e+01,2.005220794677734375e+01
-3.995710849761962891e+00,-5.034575271606445312e+01,1.877104187011718750e+01
-4.281130790710449219e+00,-5.075238037109375000e+01,1.750680923461914062e+01
-4.470046997070312500e+00,-5.117684936523437500e+01,1.624925041198730469e+01
-4.525986194610595703e+00,-5.163353729248046875e+01,1.494974040985107422e+01
-4.532012939453125000e+00,-5.215746688842773438e+01,1.360125827789306641e+01
-4.640960216522216797e+00,-5.269493865966796875e+01,1.227592563629150391e+01
-4.877079963684082031e+00,-5.321272659301757812e+01,1.105546379089355469e+01
-5.293248653411865234e+00,-5.370671463012695312e+01,9.991992950439453125e+00
-5.979962825775146484e+00,-5.415801239013671875e+01,9.158742904663085938e+00
-6.835417747497558594e+00,-5.450125503540039062e+01,8.601088523864746094e+00
-7.841670036315917969e+00,-5.477357864379882812e+01,8.194499015808105469e+00
-8.945777893066406250e+00,-5.498969268798828125e+01,7.850615501403808594e+00
-1.013579845428466797e+01,-5.513449859619140625e+01,7.535323619842529297e+00
-1.142061042785644531e+01,-5.520611572265625000e+01,7.242942810058593750e+00
-1.278520107269287109e+01,-5.520071411132812500e+01,6.892590045928955078e+00
-1.427507686614990234e+01,-5.512829971313476562e+01,6.533314704895019531e+00
-1.587228870391845703e+01,-5.499419403076171875e+01,6.221749305725097656e+00
-1.751350975036621094e+01,-5.487351608276367188e+01,5.981689453125000000e+00
-1.910242271423339844e+01,-5.482857894897460938e+01,5.783908843994140625e+00
-2.056479072570800781e+01,-5.488013839721679688e+01,5.519085884094238281e+00
-2.175267028808593750e+01,-5.504803085327148438e+01,5.028630256652832031e+00
-2.258884048461914062e+01,-5.530966186523437500e+01,4.274804115295410156e+00
-2.304575920104980469e+01,-5.559885025024414062e+01,3.361799716949462891e+00
-2.306029891967773438e+01,-5.588864517211914062e+01,2.433909416198730469e+00
-2.262823677062988281e+01,-5.614762878417968750e+01,1.609279632568359375e+00
-2.179984664916992188e+01,-5.634559249877929688e+01,9.809392094612121582e-01
